Município,UF,chave,cd_mun,status
Caiapônia,GO,CAIAPONIA/GO,5204409,OK
Zortéa,SC,ZORTEA/SC,4219853,OK
Piratininga,SP,PIRATININGA/SP,3539400,OK
Caçapava,SP,CACAPAVA/SP,3508504,OK
Santo Antônio do Jardim,SP,SANTO ANTONIO DO JARDIM/SP,3548104,OK
Astorga,PR,ASTORGA/PR,4102109,OK
Cosmorama,SP,COSMORAMA/SP,3512902,OK
Feliz,RS,FELIZ/RS,4308102,OK
Abdon Batista,SC,ABDON BATISTA/SC,4200051,OK
Ibirité,MG,IBIRITE/MG,3129806,OK
Olaria,MG,OLARIA/MG,3145406,OK
São João Batista,SC,SAO JOAO BATISTA/SC,4216305,OK
São José do Rio Pardo,SP,SAO JOSE DO RIO PARDO/SP,3549706,OK
Sananduva,RS,SANANDUVA/RS,4316600,OK
Altair,SP,ALTAIR/SP,3500907,OK
Itapeva,SP,ITAPEVA/SP,3522406,OK
Vargem Grande Paulista,SP,VARGEM GRANDE PAULISTA/SP,3556453,OK
Aguanil,MG,AGUANIL/MG,3100807,OK
Marau,RS,MARAU/RS,4311809,OK
Patrocínio,MG,PATROCINIO/MG,3148103,OK
Caeté,MG,CAETE/MG,3110004,OK
Fortuna de Minas,MG,FORTUNA DE MINAS/MG,3126406,OK
Esperança Nova,PR,ESPERANCA NOVA/PR,4107520,OK
Taiúva,SP,TAIUVA/SP,3553203,OK
Prudente de Morais,MG,PRUDENTE DE MORAIS/MG,3153608,OK
Espírito Santo do Pinhal,SP,ESPIRITO SANTO DO PINHAL/SP,3515186,OK
Cabreúva,SP,CABREUVA/SP,3508405,OK
Serrana,SP,SERRANA/SP,3551504,OK
Esteio,RS,ESTEIO/RS,4307708,OK
Mirassolândia,SP,MIRASSOLANDIA/SP,3530409,OK
Cana Verde,MG,CANA VERDE/MG,3111903,OK
Santiago,RS,SANTIAGO/RS,4317400,OK
Rio Verde,GO,RIO VERDE/GO,5218805,OK
Arroio do Meio,RS,ARROIO DO MEIO/RS,4301008,OK
Carmo do Cajuru,MG,CARMO DO CAJURU/MG,3114204,OK
Colorado,PR,COLORADO/PR,4105904,OK
Pirajuba,MG,PIRAJUBA/MG,3150703,OK
Brusque,SC,BRUSQUE/SC,4202909,OK
Arealva,SP,AREALVA/SP,3503406,OK
Tuiuti,SP,TUIUTI/SP,3554953,OK
Itirapuã,SP,ITIRAPUA/SP,3523701,OK
Campo Alegre,SC,CAMPO ALEGRE/SC,4203303,OK
Patrocínio Paulista,SP,PATROCINIO PAULISTA/SP,3536307,OK
Amorinópolis,GO,AMORINOPOLIS/GO,5200902,OK
Casa Grande,MG,CASA GRANDE/MG,3114907,OK
Ascurra,SC,ASCURRA/SC,4201703,OK
Sandovalina,SP,SANDOVALINA/SP,3545506,OK
Mendonça,SP,MENDONCA/SP,3529500,OK
Guaratinguetá,SP,GUARATINGUETA/SP,3518404,OK
Aramina,SP,ARAMINA/SP,3503000,OK
Itapuranga,GO,ITAPURANGA/GO,5211206,OK
Pirapó,RS,PIRAPO/RS,4314555,OK
Pratânia,SP,PRATANIA/SP,3541059,OK
Águas de Lindóia,SP,AGUAS DE LINDOIA/SP,3500501,OK
Marataízes,ES,MARATAIZES/ES,3203320,OK
Mirante do Paranapanema,SP,MIRANTE DO PARANAPANEMA/SP,3530201,OK
Álvaro de Carvalho,SP,ALVARO DE CARVALHO/SP,3501400,OK
Pederneiras,SP,PEDERNEIRAS/SP,3536703,OK
São José do Alegre,MG,SAO JOSE DO ALEGRE/MG,3163201,OK
São Mamede,PB,SAO MAMEDE/PB,2514909,OK
Iporá,GO,IPORA/GO,5210208,OK
Aracitaba,MG,ARACITABA/MG,3103306,OK
Murutinga do Sul,SP,MURUTINGA DO SUL/SP,3532108,OK
Boa Vista do Buricá,RS,BOA VISTA DO BURICA/RS,4302204,OK
Nova Serrana,MG,NOVA SERRANA/MG,3145208,OK
Lagoa Santa,MG,LAGOA SANTA/MG,3137601,OK
São Sebastião do Paraíso,MG,SAO SEBASTIAO DO PARAISO/MG,3164704,OK
Bom Sucesso,MG,BOM SUCESSO/MG,3108008,OK
Coxilha,RS,COXILHA/RS,4305975,OK
Pato Bragado,PR,PATO BRAGADO/PR,4118451,OK
Camargo,RS,CAMARGO/RS,4303558,OK
Itambé,PR,ITAMBE/PR,4111100,OK
Andirá,PR,ANDIRA/PR,4101101,OK
Gurjão,PB,GURJAO/PB,2506509,OK
Ribeirão Pires,SP,RIBEIRAO PIRES/SP,3543303,OK
Rio Pomba,MG,RIO POMBA/MG,3155801,OK
Martinópolis,SP,MARTINOPOLIS/SP,3529203,OK
Mariápolis,SP,MARIAPOLIS/SP,3528908,OK
Mondaí,SC,MONDAI/SC,4211009,OK
Piranguinho,MG,PIRANGUINHO/MG,3151008,OK
Nova Roma do Sul,RS,NOVA ROMA DO SUL/RS,4313359,OK
Heliodora,MG,HELIODORA/MG,3129202,OK
Oliveira,MG,OLIVEIRA/MG,3145604,OK
Tuparendi,RS,TUPARENDI/RS,4322301,OK
Nova Ponte,MG,NOVA PONTE/MG,3145000,OK
Morro Agudo de Goiás,GO,MORRO AGUDO DE GOIAS/GO,5213855,OK
Taquaruçu do Sul,RS,TAQUARUCU DO SUL/RS,4321329,OK
Nova Alvorada,RS,NOVA ALVORADA/RS,4312757,OK
Cristiano Otoni,MG,CRISTIANO OTONI/MG,3120409,OK
Severiano de Almeida,RS,SEVERIANO DE ALMEIDA/RS,4320602,OK
Jaboticabal,SP,JABOTICABAL/SP,3524303,OK
Alegre,ES,ALEGRE/ES,3200201,OK
Santa Tereza,RS,SANTA TEREZA/RS,4317251,OK
União do Oeste,SC,UNIAO DO OESTE/SC,4218855,OK
Fortaleza,CE,FORTALEZA/CE,2304400,OK
Paulistânia,SP,PAULISTANIA/SP,3536570,OK
Dores do Indaiá,MG,DORES DO INDAIA/MG,3123205,OK
Iomerê,SC,IOMERE/SC,4207577,OK
Neves Paulista,SP,NEVES PAULISTA/SP,3532504,OK
Santa Cruz do Rio Pardo,SP,SANTA CRUZ DO RIO PARDO/SP,3546405,OK
Abaíra,BA,ABAIRA/BA,2900108,OK
Itapema,SC,ITAPEMA/SC,4208302,OK
Nova Esperança do Sul,RS,NOVA ESPERANCA DO SUL/RS,4313037,OK
Bataguassu,MS,BATAGUASSU/MS,5001904,OK
Granjeiro,CE,GRANJEIRO/CE,2304806,OK
Lagoa dos Três Cantos,RS,LAGOA DOS TRES CANTOS/RS,4311270,OK
São Vicente,SP,SAO VICENTE/SP,3551009,OK
Colina,SP,COLINA/SP,3512001,OK
Ribeirão Corrente,SP,RIBEIRAO CORRENTE/SP,3543105,OK
Ibirá,SP,IBIRA/SP,3519402,OK
Tio Hugo,RS,TIO HUGO/RS,4321469,OK
São Lourenço do Oeste,SC,SAO LOURENCO DO OESTE/SC,4216909,OK
Várzea Paulista,SP,VARZEA PAULISTA/SP,3556503,OK
Senador Canedo,GO,SENADOR CANEDO/GO,5220454,OK
Areal,RJ,AREAL/RJ,3300225,OK
Marapoama,SP,MARAPOAMA/SP,3528858,OK
Ocauçu,SP,OCAUCU/SP,3533700,OK
Américo Brasiliense,SP,AMERICO BRASILIENSE/SP,3501707,OK
Porto Rico,PR,PORTO RICO/PR,4120200,OK
São João Batista do Glória,MG,SAO JOAO BATISTA DO GLORIA/MG,3162203,OK
Canitar,SP,CANITAR/SP,3510153,OK
Jesuânia,MG,JESUANIA/MG,3135902,OK
Campo Belo,MG,CAMPO BELO/MG,3111200,OK
Presidente Castello Branco,SC,PRESIDENTE CASTELLO BRANCO/SC,4213906,OK
Foz do Iguaçu,PR,FOZ DO IGUACU/PR,4108304,OK
Cândido Godói,RS,CANDIDO GODOI/RS,4304309,OK
São Gonçalo do Rio Abaixo,MG,SAO GONCALO DO RIO ABAIXO/MG,3161908,OK
Inajá,PR,INAJA/PR,4110300,OK
Santo Antônio da Alegria,SP,SANTO ANTONIO DA ALEGRIA/SP,3547908,OK
Mauá,SP,MAUA/SP,3529401,OK
Palmeiras de Goiás,GO,PALMEIRAS DE GOIAS/GO,5215702,OK
São Pedro do Turvo,SP,SAO PEDRO DO TURVO/SP,3550506,OK
Itapira,SP,ITAPIRA/SP,3522604,OK
Cordeiro,RJ,CORDEIRO/RJ,3301504,OK
Casca,RS,CASCA/RS,4304903,OK
Espírito Santo do Dourado,MG,ESPIRITO SANTO DO DOURADO/MG,3124401,OK
Mormaço,RS,MORMACO/RS,4312427,OK
Patos,PB,PATOS/PB,2510808,OK
Doutor Ricardo,RS,DOUTOR RICARDO/RS,4306759,OK
Guariba,SP,GUARIBA/SP,3518602,OK
Ponte Alta do Norte,SC,PONTE ALTA DO NORTE/SC,4213351,OK
Nova Candelária,RS,NOVA CANDELARIA/RS,4313011,OK
Luminárias,MG,LUMINARIAS/MG,3138708,OK
Volta Redonda,RJ,VOLTA REDONDA/RJ,3306305,OK
Santa Terezinha de Itaipu,PR,SANTA TEREZINHA DE ITAIPU/PR,4124053,OK
Matias Barbosa,MG,MATIAS BARBOSA/MG,3140803,OK
Pedro Osório,RS,PEDRO OSORIO/RS,4314209,OK
Rondon,PR,RONDON/PR,4122602,OK
Cambé,PR,CAMBE/PR,4103701,OK
Treviso,SC,TREVISO/SC,4218350,OK
Picos,PI,PICOS/PI,2208007,OK
Italva,RJ,ITALVA/RJ,3302056,OK
São Miguel do Oeste,SC,SAO MIGUEL DO OESTE/SC,4217204,OK
Nova Era,MG,NOVA ERA/MG,3144706,OK
Araújos,MG,ARAUJOS/MG,3103900,OK
Santa Amélia,PR,SANTA AMELIA/PR,4123105,OK
Humaitá,RS,HUMAITA/RS,4309704,OK
Mogi Guaçu,SP,MOGI GUACU/SP,3530706,OK
Cambira,PR,CAMBIRA/PR,4103800,OK
Mandaguari,PR,MANDAGUARI/PR,4114203,OK
Uruguaiana,RS,URUGUAIANA/RS,4322400,OK
Novo Hamburgo,RS,NOVO HAMBURGO/RS,4313409,OK
União Paulista,SP,UNIAO PAULISTA/SP,3555703,OK
São José da Lapa,MG,SAO JOSE DA LAPA/MG,3162955,OK
Almirante Tamandaré do Sul,RS,ALMIRANTE TAMANDARE DO SUL/RS,4300471,OK
Guabiruba,SC,GUABIRUBA/SC,4206306,OK
Joca Claudino,PB,JOCA CLAUDINO/PB,2513653,OK
Forquilhinha,SC,FORQUILHINHA/SC,4205456,OK
Guarará,MG,GUARARA/MG,3128501,OK
Vargem Grande do Sul,SP,VARGEM GRANDE DO SUL/SP,3556404,OK
Urânia,SP,URANIA/SP,3555802,OK
Tanabi,SP,TANABI/SP,3553401,OK
Suzano,SP,SUZANO/SP,3552502,OK
Carvalhópolis,MG,CARVALHOPOLIS/MG,3114709,OK
Ipuã,SP,IPUA/SP,3521309,OK
Alto Caparaó,MG,ALTO CAPARAO/MG,3102050,OK
Faxinal do Soturno,RS,FAXINAL DO SOTURNO/RS,4308003,OK
Inhumas,GO,INHUMAS/GO,5210000,OK
Três Corações,MG,TRES CORACOES/MG,3169307,OK
Santa Inês,PR,SANTA INES/PR,4123600,OK
Poço Verde,SE,POCO VERDE/SE,2805505,OK
Tombos,MG,TOMBOS/MG,3169208,OK
Carmo,RJ,CARMO/RJ,3301207,OK
Paiva,MG,PAIVA/MG,3146602,OK
Fazenda Nova,GO,FAZENDA NOVA/GO,5207600,OK
Marcelino Ramos,RS,MARCELINO RAMOS/RS,4311908,OK
Pereiras,SP,PEREIRAS/SP,3537503,OK
Garça,SP,GARCA/SP,3516705,OK
Potirendaba,SP,POTIRENDABA/SP,3540804,OK
São José da Boa Vista,PR,SAO JOSE DA BOA VISTA/PR,4125407,OK
Embu das Artes,SP,EMBU DAS ARTES/SP,3515004,OK
São Miguel do Aleixo,SE,SAO MIGUEL DO ALEIXO/SE,2807006,OK
Cristais,MG,CRISTAIS/MG,3120201,OK
Tremembé,SP,TREMEMBE/SP,3554805,OK
Moita Bonita,SE,MOITA BONITA/SE,2804102,OK
Ampére,PR,AMPERE/PR,4101002,OK
Denise,MT,DENISE/MT,5103452,OK
Jaguaraçu,MG,JAGUARACU/MG,3135001,OK
Restinga,SP,RESTINGA/SP,3542701,OK
Santa Cruz do Sul,RS,SANTA CRUZ DO SUL/RS,4316808,OK
Bom Jesus do Norte,ES,BOM JESUS DO NORTE/ES,3201100,OK
Macuco,RJ,MACUCO/RJ,3302452,OK
Senador Salgado Filho,RS,SENADOR SALGADO FILHO/RS,4320321,OK
Turmalina,MG,TURMALINA/MG,3169703,OK
Carmo do Paranaíba,MG,CARMO DO PARANAIBA/MG,3114303,OK
Penápolis,SP,PENAPOLIS/SP,3537305,OK
Sabará,MG,SABARA/MG,3156700,OK
Valparaíso de Goiás,GO,VALPARAISO DE GOIAS/GO,5221858,OK
Tijucas,SC,TIJUCAS/SC,4218004,OK
Oliveira Fortes,MG,OLIVEIRA FORTES/MG,3145703,OK
Cachoeirinha,RS,CACHOEIRINHA/RS,4303103,OK
Anhanguera,GO,ANHANGUERA/GO,5201207,OK
Paulicéia,SP,PAULICEIA/SP,3536406,OK
Santa Salete,SP,SANTA SALETE/SP,3547650,OK
Divinolândia,SP,DIVINOLANDIA/SP,3513900,OK
Campo Mourão,PR,CAMPO MOURAO/PR,4104303,OK
Ipaussu,SP,IPAUSSU/SP,3520905,OK
Soledade de Minas,MG,SOLEDADE DE MINAS/MG,3167806,OK
Ibiraci,MG,IBIRACI/MG,3129707,OK
Santo Augusto,RS,SANTO AUGUSTO/RS,4317806,OK
Taquaral,SP,TAQUARAL/SP,3553658,OK
Ilhabela,SP,ILHABELA/SP,3520400,OK
Guzolândia,SP,GUZOLANDIA/SP,3518909,OK
Três de Maio,RS,TRES DE MAIO/RS,4321808,OK
Santo Inácio,PR,SANTO INACIO/PR,4124509,OK
Paraíso,SP,PARAISO/SP,3535705,OK
Santana do Paraíso,MG,SANTANA DO PARAISO/MG,3158953,OK
Nova Santa Rosa,PR,NOVA SANTA ROSA/PR,4117222,OK
Rio Doce,MG,RIO DOCE/MG,3155009,OK
São Gonçalo do Pará,MG,SAO GONCALO DO PARA/MG,3161809,OK
Araruna,PR,ARARUNA/PR,4101705,OK
Morrinhos,GO,MORRINHOS/GO,5213806,OK
Celso Ramos,SC,CELSO RAMOS/SC,4204152,OK
Brotas,SP,BROTAS/SP,3507902,OK
Igaratinga,MG,IGARATINGA/MG,3130200,OK
Carmópolis de Minas,MG,CARMOPOLIS DE MINAS/MG,3114501,OK
São Tomé,PR,SAO TOME/PR,4126108,OK
David Canabarro,RS,DAVID CANABARRO/RS,4306304,OK
Mariano Moro,RS,MARIANO MORO/RS,4312005,OK
Córrego Fundo,MG,CORREGO FUNDO/MG,3119955,OK
Palmital,SP,PALMITAL/SP,3535309,OK
Quadra,SP,QUADRA/SP,3541653,OK
Cordilheira Alta,SC,CORDILHEIRA ALTA/SC,4204350,OK
Trombudo Central,SC,TROMBUDO CENTRAL/SC,4218608,OK
Barroso,MG,BARROSO/MG,3105905,OK
Ibirama,SC,IBIRAMA/SC,4206900,OK
Chapadão do Céu,GO,CHAPADAO DO CEU/GO,5205471,OK
Jardinópolis,SP,JARDINOPOLIS/SP,3525102,OK
Ijuí,RS,IJUI/RS,4310207,OK
Aparecida de Goiânia,GO,APARECIDA DE GOIANIA/GO,5201405,OK
Maracaí,SP,MARACAI/SP,3528809,OK
Bicas,MG,BICAS/MG,3106903,OK
Douradoquara,MG,DOURADOQUARA/MG,3123502,OK
Jateí,MS,JATEI/MS,5005103,OK
Encantado,RS,ENCANTADO/RS,4306809,OK
Ituverava,SP,ITUVERAVA/SP,3524105,OK
Botelhos,MG,BOTELHOS/MG,3108404,OK
Eusébio,CE,EUSEBIO/CE,2304285,OK
Guarujá,SP,GUARUJA/SP,3518701,OK
Doutor Severiano,RN,DOUTOR SEVERIANO/RN,2403202,OK
Francisco Beltrão,PR,FRANCISCO BELTRAO/PR,4108403,OK
Palhoça,SC,PALHOCA/SC,4211900,OK
Farroupilha,RS,FARROUPILHA/RS,4307906,OK
Monte Aprazível,SP,MONTE APRAZIVEL/SP,3531407,OK
Conchal,SP,CONCHAL/SP,3512209,OK
Victor Graeff,RS,VICTOR GRAEFF/RS,4323200,OK
Fazenda Rio Grande,PR,FAZENDA RIO GRANDE/PR,4107652,OK
Riversul,SP,RIVERSUL/SP,3543501,OK
Rolândia,PR,ROLANDIA/PR,4122404,OK
Carapicuíba,SP,CARAPICUIBA/SP,3510609,OK
Cabrália Paulista,SP,CABRALIA PAULISTA/SP,3508306,OK
Piracaia,SP,PIRACAIA/SP,3538600,OK
Planalto,SP,PLANALTO/SP,3539608,OK
Nova Esperança,PR,NOVA ESPERANCA/PR,4116901,OK
Lima Duarte,MG,LIMA DUARTE/MG,3138609,OK
Céu Azul,PR,CEU AZUL/PR,4105300,OK
Santa Cruz do Capibaribe,PE,SANTA CRUZ DO CAPIBARIBE/PE,2612505,OK
Carneirinho,MG,CARNEIRINHO/MG,3114550,OK
Tunápolis,SC,TUNAPOLIS/SC,4218756,OK
Grão-Pará,SC,GRAO PARA/SC,4206108,OK
Selbach,RS,SELBACH/RS,4320305,OK
Santa Adélia,SP,SANTA ADELIA/SP,3545605,OK
Conceição do Pará,MG,CONCEICAO DO PARA/MG,3117603,OK
Ouroeste,SP,OUROESTE/SP,3534757,OK
Araçaí,MG,ARACAI/MG,3103207,OK
Aratiba,RS,ARATIBA/RS,4300901,OK
Nova Veneza,GO,NOVA VENEZA/GO,5215009,OK
Dom Pedro de Alcântara,RS,DOM PEDRO DE ALCANTARA/RS,4306551,OK
Iguaraçu,PR,IGUARACU/PR,4110003,OK
Pequeri,MG,PEQUERI/MG,3149507,OK
Uchoa,SP,UCHOA/SP,3555604,OK
Vera Cruz,SP,VERA CRUZ/SP,3556602,OK
São Vicente de Minas,MG,SAO VICENTE DE MINAS/MG,3165305,OK
Sousa,PB,SOUSA/PB,2516201,OK
São José do Cedro,SC,SAO JOSE DO CEDRO/SC,4216701,OK
Colombo,PR,COLOMBO/PR,4105805,OK
Amparo do São Francisco,SE,AMPARO DO SAO FRANCISCO/SE,2800100,OK
Nazareno,MG,NAZARENO/MG,3144508,OK
Alto Paraíso,PR,ALTO PARAISO/PR,4128625,OK
Três Ranchos,GO,TRES RANCHOS/GO,5221304,OK
Nova Aurora,PR,NOVA AURORA/PR,4116703,OK
Quaraí,RS,QUARAI/RS,4315305,OK
Linhares,ES,LINHARES/ES,3203205,OK
Sobral,CE,SOBRAL/CE,2312908,OK
Salgado Filho,PR,SALGADO FILHO/PR,4122800,OK
Careaçu,MG,CAREACU/MG,3113602,OK
Natércia,MG,NATERCIA/MG,3144409,OK
Anahy,PR,ANAHY/PR,4101051,OK
Lorena,SP,LORENA/SP,3527207,OK
Poço das Antas,RS,POCO DAS ANTAS/RS,4314753,OK
Estiva Gerbi,SP,ESTIVA GERBI/SP,3557303,OK
Jarinu,SP,JARINU/SP,3525201,OK
Campo Verde,MT,CAMPO VERDE/MT,5102678,OK
Coronel Macedo,SP,CORONEL MACEDO/SP,3512605,OK
Medeiros,MG,MEDEIROS/MG,3141306,OK
Tupanci do Sul,RS,TUPANCI DO SUL/RS,4322186,OK
Bagé,RS,BAGE/RS,4301602,OK
Ribeirão Claro,PR,RIBEIRAO CLARO/PR,4121802,OK
São Simão,SP,SAO SIMAO/SP,3550902,OK
Pouso Alto,MG,POUSO ALTO/MG,3152600,OK
Nova Olímpia,PR,NOVA OLIMPIA/PR,4117206,OK
Cláudio,MG,CLAUDIO/MG,3116605,OK
Cromínia,GO,CROMINIA/GO,5206503,OK
Santo Antônio de Goiás,GO,SANTO ANTONIO DE GOIAS/GO,5219738,OK
Chapadão do Sul,MS,CHAPADAO DO SUL/MS,5002951,OK
Itu,SP,ITU/SP,3523909,OK
Catanduvas,SC,CATANDUVAS/SC,4204004,OK
Boa Vista,RR,BOA VISTA/RR,1400100,OK
Araucária,PR,ARAUCARIA/PR,4101804,OK
Tupaciguara,MG,TUPACIGUARA/MG,3169604,OK
São José do Sabugi,PB,SAO JOSE DO SABUGI/PB,2514701,OK
São João do Oriente,MG,SAO JOAO DO ORIENTE/MG,3162609,OK
Itapeva,MG,ITAPEVA/MG,3133600,OK
Piumhi,MG,PIUMHI/MG,3151503,OK
Vespasiano Corrêa,RS,VESPASIANO CORREA/RS,4322855,OK
Maravilha,SC,MARAVILHA/SC,4210506,OK
Maracajá,SC,MARACAJA/SC,4210407,OK
Guaraci,PR,GUARACI/PR,4109203,OK
Buriti de Goiás,GO,BURITI DE GOIAS/GO,5203939,OK
Itaúna,MG,ITAUNA/MG,3133808,OK
Itanhaém,SP,ITANHAEM/SP,3522109,OK
São Francisco do Glória,MG,SAO FRANCISCO DO GLORIA/MG,3161403,OK
Pontão,RS,PONTAO/RS,4314779,OK
Pindorama,SP,PINDORAMA/SP,3538105,OK
Nova Aliança,SP,NOVA ALIANCA/SP,3532801,OK
Pontal,SP,PONTAL/SP,3540200,OK
Floriano Peixoto,RS,FLORIANO PEIXOTO/RS,4308250,OK
Morro da Fumaça,SC,MORRO DA FUMACA/SC,4211207,OK
Pedra Dourada,MG,PEDRA DOURADA/MG,3149002,OK
Naviraí,MS,NAVIRAI/MS,5005707,OK
Bom Despacho,MG,BOM DESPACHO/MG,3107406,OK
Santo Antônio do Descoberto,GO,SANTO ANTONIO DO DESCOBERTO/GO,5219753,OK
Panorama,SP,PANORAMA/SP,3535408,OK
Morro Agudo,SP,MORRO AGUDO/SP,3531902,OK
Jerônimo Monteiro,ES,JERONIMO MONTEIRO/ES,3203106,OK
São Vicente,RN,SAO VICENTE/RN,2413003,OK
Uniflor,PR,UNIFLOR/PR,4128302,OK
São João da Barra,RJ,SAO JOAO DA BARRA/RJ,3305000,OK
Giruá,RS,GIRUA/RS,4309001,OK
Medianeira,PR,MEDIANEIRA/PR,4115804,OK
Santo Amaro da Imperatriz,SC,SANTO AMARO DA IMPERATRIZ/SC,4215703,OK
Duartina,SP,DUARTINA/SP,3514502,OK
Floreal,SP,FLOREAL/SP,3515905,OK
Barra Mansa,RJ,BARRA MANSA/RJ,3300407,OK
Sussuapara,PI,SUSSUAPARA/PI,2210938,OK
Canoinhas,SC,CANOINHAS/SC,4203808,OK
Novo Brasil,GO,NOVO BRASIL/GO,5215207,OK
